2,NaN,NaN,NaN,NaN,NaN
3,NaN,NaN,NaN,NaN,NaN
4,NaN,NaN,NaN,NaN,NaN
5,NaN,NaN,NaN,NaN,NaN
6,NaN,NaN,NaN,NaN,NaN
7,NaN,NaN,NaN,NaN,NaN
8,NaN,NaN,NaN,NaN,NaN
9,NaN,NaN,NaN,NaN,NaN
10,NaN,NaN,NaN,NaN,NaN
11,NaN,NaN,NaN,NaN,NaN
12,NaN,NaN,NaN,NaN,NaN
13,NaN,NaN,NaN,NaN,NaN
14,NaN,NaN,NaN,NaN,NaN
15,NaN,NaN,NaN,NaN,NaN
16,NaN,NaN,NaN,NaN,NaN
17,NaN,NaN,NaN,NaN,NaN
18,NaN,NaN,NaN,NaN,NaN
19,NaN,NaN,NaN,NaN,NaN
20,NaN,NaN,NaN,NaN,NaN
21,NaN,NaN,NaN,NaN,NaN
22,NaN,NaN,NaN,NaN,NaN
23,NaN,NaN,NaN,NaN,NaN
24,NaN,NaN,NaN,NaN,NaN
25,NaN,NaN,NaN,NaN,NaN
26,NaN,NaN,NaN,NaN,NaN
27,NaN,NaN,NaN,NaN,NaN
28,NaN,NaN,NaN,NaN,NaN
29,NaN,NaN,NaN,NaN,NaN
30,NaN,NaN,NaN,NaN,NaN
31,NaN,NaN,NaN,NaN,NaN
32,NaN,NaN,NaN,NaN,NaN
33,NaN,NaN,NaN,NaN,NaN
34,NaN,NaN,NaN,NaN,NaN
35,NaN,NaN,NaN,NaN,NaN
36,NaN,NaN,NaN,NaN,NaN
37,NaN,NaN,NaN,NaN,NaN
38,NaN,NaN,NaN,NaN,NaN
39,NaN,NaN,NaN,NaN,NaN
40,NaN,NaN,NaN,NaN,NaN
41,NaN,NaN,NaN,NaN,NaN
42,NaN,NaN,NaN,NaN,NaN
43,NaN,NaN,NaN,NaN,NaN
44,NaN,NaN,NaN,NaN,NaN
45,NaN,NaN,NaN,NaN,NaN
46,NaN,NaN,NaN,NaN,NaN
47,NaN,NaN,NaN,NaN,NaN
48,NaN,NaN,NaN,NaN,NaN
49,NaN,NaN,NaN,NaN,NaN
50,NaN,NaN,NaN,NaN,NaN
51,NaN,NaN,NaN,NaN,NaN
52,NaN,NaN,NaN,NaN,NaN
53,NaN,NaN,NaN,NaN,NaN
54,NaN,NaN,NaN,NaN,NaN
55,NaN,NaN,NaN,NaN,NaN
56,NaN,NaN,NaN,NaN,NaN
57,NaN,NaN,NaN,NaN,NaN
58,NaN,NaN,NaN,NaN,NaN
59,NaN,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,NaN,NaN
61,NaN,NaN,NaN,NaN,NaN
62,NaN,NaN,NaN,NaN,NaN
63,NaN,NaN,NaN,NaN,NaN
64,NaN,NaN,NaN,NaN,NaN
65,NaN,NaN,NaN,NaN,NaN
66,NaN,NaN,NaN,NaN,NaN
67,NaN,NaN,NaN,NaN,NaN
68,NaN,NaN,NaN,NaN,NaN
69,NaN,NaN,NaN,NaN,NaN
70,NaN,NaN,NaN,NaN,NaN
71,NaN,NaN,NaN,NaN,NaN
72,NaN,NaN,NaN,NaN,NaN
73,NaN,NaN,NaN,NaN,NaN
74,NaN,NaN,NaN,NaN,NaN
75,NaN,NaN,NaN,NaN,NaN
76,NaN,NaN,NaN,NaN,NaN
77,NaN,NaN,NaN,NaN,NaN
78,NaN,NaN,NaN,NaN,NaN
79,NaN,NaN,NaN,NaN,NaN
80,NaN,NaN,NaN,NaN,NaN
81,NaN,NaN,NaN,NaN,NaN
82,NaN,NaN,NaN,NaN,NaN
83,NaN,NaN,NaN,NaN,NaN
84,NaN,NaN,NaN,NaN,NaN
85,NaN,NaN,NaN,NaN,NaN
86,NaN,NaN,NaN,NaN,NaN
87,NaN,NaN,NaN,NaN,NaN
88,NaN,NaN,NaN,NaN,NaN
89,NaN,NaN,NaN,NaN,NaN
90,NaN,NaN,NaN,NaN,NaN
91,NaN,NaN,NaN,NaN,NaN
92,NaN,NaN,NaN,NaN,NaN
93,NaN,NaN,NaN,NaN,NaN
94,NaN,NaN,NaN,NaN,NaN
95,NaN,NaN,NaN,NaN,NaN
96,NaN,NaN,NaN,NaN,NaN
97,NaN,NaN,NaN,NaN,NaN
98,NaN,NaN,NaN,NaN,NaN
99,NaN,NaN,NaN,NaN,NaN
100,NaN,NaN,NaN,NaN,NaN
101,NaN,NaN,NaN,NaN,NaN
102,NaN,NaN,NaN,NaN,NaN
103,NaN,NaN,NaN,NaN,NaN
104,NaN,NaN,NaN,NaN,NaN
105,NaN,NaN,NaN,NaN,NaN
106,NaN,NaN,NaN,NaN,NaN
107,NaN,NaN,NaN,NaN,NaN
108,NaN,NaN,NaN,NaN,NaN
109,NaN,NaN,NaN,NaN,NaN
110,NaN,NaN,NaN,NaN,NaN
111,NaN,NaN,NaN,NaN,NaN
112,NaN,NaN,NaN,NaN,NaN
113,NaN,NaN,NaN,NaN,NaN
114,NaN,NaN,NaN,NaN,NaN
115,454,118,58,52,0.674264
116,445,118,60,54,0.602344
117,429,112,62,56,0.989263
118,411,101,64,58,0.973071
119,402,95,66,60,0.973709
120,404,90,68,62,0.936225
121,409,90,71,65,0.902435
122,416,80,74,68,0.877517
123,420,67,79,72,0.852924
124,424,60,85,78,0.730562
125,430,63,91,83,0.569748
126,432,69,97,89,0.904741
127,433,67,104,95,0.598346
128,429,66,110,101,0.920648
129,428,73,119,109,0.577711
130,419,88,128,117,0.473430
131,396,101,142,130,0.459168
132,360,115,159,145,0.478389
133,316,128,175,160,0.471384
134,273,150,187,171,0.420554
135,231,169,205,187,0.415122
136,193,197,204,186,0.380110
137,161,230,198,180,0.376486
138,136,268,182,166,0.387681
139,114,300,170,155,0.403185
140,NaN,NaN,NaN,NaN,NaN
141,NaN,NaN,NaN,NaN,NaN
142,NaN,NaN,NaN,NaN,NaN
143,NaN,NaN,NaN,NaN,NaN
144,NaN,NaN,NaN,NaN,NaN
145,NaN,NaN,NaN,NaN,NaN
146,NaN,NaN,NaN,NaN,NaN
147,NaN,NaN,NaN,NaN,NaN
148,NaN,NaN,NaN,NaN,NaN
149,NaN,NaN,NaN,NaN,NaN
150,NaN,NaN,NaN,NaN,NaN
151,NaN,NaN,NaN,NaN,NaN
